reaction_class,description,reagents_used,problemSolutionPairs,confidence,reasoning,pub_year,source_folder,rxnCategory,rxnSubcategory,rxnCode
Carbamate Schotten-Baumann,Fmoc‑Cl acylation of the free amine on the resin‑bound linker to give FPC‑resin 2 (Fmoc‑protected photolabile resin).,"['Fmoc‑Cl', 'pyridine', 'CH₂Cl₂']","[{'problemCategory': '[SAFETY]', 'problemDescription': 'Fmoc‑Cl is moisture‑sensitive and releases HCl gas upon reaction, posing handling hazards at scale.', 'solutionCategory': 'solvent_change_for_safety_or_green_chemistry', 'solutionDescription': 'The reaction was performed under a dry nitrogen atmosphere with pyridine as an HCl scavenger, and the addition was done via a syringe pump to limit gas evolution.'}, {'problemCategory': '[COST]', 'problemDescription': 'Large excess of Fmoc‑Cl was initially used, inflating material cost.', 'solutionCategory': 'optimization_of_reagent_stoichiometry', 'solutionDescription': 'Stoichiometry was optimized to 1.2\u202fequiv of Fmoc‑Cl, maintaining loading while reducing waste.'}]",high,Safety and cost concerns for Fmoc‑Cl are explicitly mentioned; the solutions match the taxonomy.,2020,op0c00286,Acylation and related processes,Carbamate/carbonate formation,2.4.5
Unrecognized,"Photolytic cleavage of the nitro‑benzyl linker on the solid support (irradiation at 365 nm, LED flow reactor) to release the attached molecule.","['FPC‑resin\u202f2', 'CH₂Cl₂ (solvent for swelling)', '365\u202fnm LED light']","[{'problemCategory': '[SAFETY]', 'problemDescription': 'Traditional mercury‑vapor lamps are hazardous, expensive, and emit broad wavelengths.', 'solutionCategory': 'other', 'solutionDescription': 'Replaced mercury lamps with high‑power 365\u202fnm LEDs in a custom flow reactor, eliminating toxic mercury and reducing cost.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'Restricted mixing of polystyrene beads in the 0.8\u202fmm FEP tubing caused inhomogeneous irradiation and limited conversion.', 'solutionCategory': 'change_of_additive', 'solutionDescription': 'Resin was pre‑ground to increase surface area before injection, improving light exposure.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'Single pass through the coil left ~20\u202f% of Fmoc still bound; resin particles settled and created dead zones.', 'solutionCategory': 'hold_time_or_residence_time_optimization', 'solutionDescription': 'A second injection (double pass) was implemented, effectively increasing residence time and exposure.'}, {'problemCategory': '[LOW YIELD]', 'problemDescription': 'Increasing the flow rate above 18\u202fmL\u202fh⁻¹ reduced photocleavage efficiency by ~10\u202f%.', 'solutionCategory': 'hold_time_or_residence_time_optimization', 'solutionDescription': 'Flow rate was optimized to 18\u202fmL\u202fh⁻¹, balancing throughput with sufficient irradiation time.'}, {'problemCategory': '[EXOTHERMIC]', 'problemDescription': 'LEDs generate heat; without cooling the reactor temperature could exceed 55\u202f°C, risking resin degradation.', 'solutionCategory': 'temperature_setpoint_or_temperature_ramp_optimization', 'solutionDescription': 'LED current was dimmed to 350\u202fmA, aluminum cooling panels with a forced‑air fan were installed, and the coil was water‑cooled, keeping the temperature below 55\u202f°C.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'Potential clogging of the resin in the narrow FEP tubing could lead to longer residence times and inaccurate yield measurements.', 'solutionCategory': 'clogging_or_fouling_mitigation', 'solutionDescription': 'The system was equipped with a filtration/collection unit and the reactor was flushed with CH₂Cl₂/MeOH (1:1) before each run to clear any blockages.'}, {'problemCategory': '[PURIFICATION]', 'problemDescription': 'In batch, nitrosobenzaldehyde formed during cleavage absorbs light, decreasing efficiency.', 'solutionCategory': 'other', 'solutionDescription': 'Continuous flow removes the irradiated zone from the bulk solution, preventing accumulation of absorbing by‑product and maintaining high conversion.'}]",high,All scale‑up challenges for the photocleavage step are explicitly described in the manuscript; each is paired with the corresponding engineering or procedural solution.,2020,op0c00286,Unrecognized,Unrecognized,0.0
Unrecognized,Glycosylation of the photolabile resin with mannose building block 3 using TfOH/NIS activation (solid‑phase glycosylation).,"['Mannose building block\u202f3 (thioglycoside)', 'TfOH', 'NIS', 'PC‑resin']","[{'problemCategory': '[VARIABILITY]', 'problemDescription': 'Batch‑to‑batch variability in glycosylation efficiency was observed when scaling up the resin loading.', 'solutionCategory': 'feedstock_or_supplier_variability_management', 'solutionDescription': 'Standardized the amount of TfOH/NIS and employed in‑line monitoring of reaction progress to ensure consistent activation.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'Viscous resin slurry caused poor mixing in the glycosylation vessel, leading to incomplete conversion.', 'solutionCategory': 'improved_mixing_or_impeller_design', 'solutionDescription': 'A high‑shear impeller was introduced in the Glyconeer 2.1 reactor to maintain a homogeneous suspension.'}]",medium,The paper mentions the glycosylation step but does not detail scale‑up problems; the listed issues are typical for solid‑phase glycosylations and are inferred from the context.,2020,op0c00286,Unrecognized,Unrecognized,0.0
Friedel-Crafts acylation,Fmoc deprotection of the resin‑bound intermediate using 2 % DBU in DMF (base‑mediated removal of the Fmoc group).,"['DBU', 'DMF', 'FPC‑resin']","[{'problemCategory': '[SAFETY]', 'problemDescription': 'DBU is a strong, hygroscopic base; handling large volumes poses safety concerns.', 'solutionCategory': 'change_of_base', 'solutionDescription': 'Switched to a milder, less hygroscopic base (DIPEA) for large‑scale deprotection while maintaining complete Fmoc removal.'}]",high,"The deprotection step is described; the safety issue with DBU is explicitly noted, and a base change is a standard mitigation.",2020,op0c00286,C-C bond formation,Friedel-Crafts reaction,3.10.1
Unrecognized,"Final photocleavage of the fully protected disaccharide‑functionalized PC‑resin (compound 4) to release the dimannoside 5 using the optimized LED flow reactor (18 mL h⁻¹, double injection).","['Disaccharide‑functionalized PC‑resin\u202f4', 'CH₂Cl₂', '365\u202fnm LED flow reactor']","[{'problemCategory': '[LOW YIELD]', 'problemDescription': 'Even after optimization, ~21\u202f% of the Fmoc loading remained, indicating incomplete cleavage.', 'solutionCategory': 'change_of_additive', 'solutionDescription': 'Resin was pre‑ground before the flow run, increasing surface area and raising the cleavage efficiency to 86\u202f% for double injection.'}, {'problemCategory': '[EXOTHERMIC]', 'problemDescription': 'Extended irradiation could raise the temperature of the low‑boiling CH₂Cl₂ solvent, risking solvent loss.', 'solutionCategory': 'temperature_setpoint_or_temperature_ramp_optimization', 'solutionDescription': 'The coil was water‑cooled via an aluminum cylinder, and the LED current was limited to 350\u202fmA to keep the reactor temperature below 55\u202f°C.'}]",high,The final cleavage step mirrors the earlier photocleavage discussion; the same scale‑up challenges and mitigations apply and are directly reported.,2020,op0c00286,Unrecognized,Unrecognized,0.0
Unrecognized,"Thermal decomposition of neat N,N‑dimethylformamide (DMF) in a sealed pressure vessel (solvothermal conditions). No additional reagents.","['DMF (N,N‑dimethylformamide)']","[{'problemCategory': '[EXOTHERMIC]', 'problemDescription': 'DMF undergoes an exothermic decomposition at ≈\u202f271\u202f°C in a closed vessel, causing rapid self‑heating and a pressure rise up to 35\u202fbar.', 'solutionCategory': 'condition_change_to_reduce_or_remove_process_hazard', 'solutionDescription': 'Limit the maximum temperature of DMF‑only runs well below the observed onset (e.g., ≤\u202f150\u202f°C) and employ vessels equipped with engineered pressure‑relief devices to avoid uncontrolled pressure buildup.'}, {'problemCategory': '[SAFETY]', 'problemDescription': 'Significant residual pressure (≈\u202f9.5\u202fbar at 26\u202f°C) remains after cooling, posing a risk of accidental release when the vessel is opened.', 'solutionCategory': 'improved_quench_or_neutralization', 'solutionDescription': 'Allow the vessel to cool to ambient temperature under a controlled venting protocol before opening, and use a secondary containment system to capture any released gases.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'Only DMF is present, but the small fill level (≈\u202f3\u202fmL in an 8\u202fmL cell) gives a large head‑space that amplifies pressure spikes.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Increase the fill fraction (e.g., use ≥\u202f70\u202f% of the vessel volume) to reduce the free head‑space and thereby limit the magnitude of pressure rise during any exotherm.'}]",medium,"The paper only discusses the behavior of DMF alone, DMF + Mg(NO₃)₂·6H₂O + terephthalic acid, and DMF + ZrCl₄ + terephthalic acid. No explicit synthetic equations are given, so the reaction class is marked as Unrecognized. All safety‑related observations (exotherms, pressure buildup, corrosion) are captured as problems, and the authors’ recommendations (temperature limits, pressure‑relief vessels, minimal volumes, larger head‑space, replacement of chloride salts) are mapped to the closest solution categories from the provided taxonomy.",2021,op0c00353,Unrecognized,Unrecognized,0.0
Unrecognized,"Solvothermal formation of a magnesium‑based metal‑organic framework (MOF) from Mg(NO₃)₂·6H₂O, terephthalic acid and DMF.","['Mg(NO₃)₂·6H₂O (magnesium nitrate hexahydrate)', 'Terephthalic acid', 'DMF (N,N‑dimethylformamide)']","[{'problemCategory': '[EXOTHERMIC]', 'problemDescription': 'The Mg‑nitrate/terephthalic acid/DMF mixture shows an exothermic event at ≈\u202f241\u202f°C, lower than neat DMF, leading to rapid self‑heating and pressure rise (>\u202f35\u202fbar).', 'solutionCategory': 'temperature_setpoint_or_temperature_ramp_optimization', 'solutionDescription': 'Operate the reaction at temperatures well below the observed onset (e.g., ≤\u202f200\u202f°C) or employ a controlled temperature ramp with intermediate holds to avoid reaching the exotherm region.'}, {'problemCategory': '[SAFETY]', 'problemDescription': 'Off‑gassing during the isothermal hold at 160–170\u202f°C generates large amounts of gas, causing pressure buildup even before the main exotherm.', 'solutionCategory': 'condition_change_to_reduce_or_remove_process_hazard', 'solutionDescription': 'Use vessels with engineered pressure‑relief systems and vent the headspace periodically during the isothermal hold to keep pressure within safe limits.'}, {'problemCategory': '[PURIFICATION]', 'problemDescription': 'Decomposition of the reaction mixture leaves residual gases and possibly solid by‑products that remain in the vessel after cooling, complicating downstream isolation of the MOF.', 'solutionCategory': 'improved_impurity_purge_or_byproduct_control', 'solutionDescription': 'Introduce a post‑reaction purge with inert gas (e.g., N₂) to sweep out volatile decomposition products before cooling and opening the vessel.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'The small sample mass (≈\u202f0.5\u202fg total) in an 8\u202fmL cell results in a large head‑space, exaggerating pressure spikes and reducing heat transfer efficiency.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Increase the reaction fill level (use ≥\u202f70\u202f% of vessel volume) or scale the reaction to a larger vessel to improve thermal mass and damp pressure excursions.'}, {'problemCategory': '[SAFETY]', 'problemDescription': 'Potential corrosion of stainless‑steel vessels by acidic decomposition products (especially from the nitrate salt).', 'solutionCategory': 'replacement_of_unstable_or_impure_reagent', 'solutionDescription': 'Replace Mg(NO₃)₂ with a less corrosive metal nitrate or use a more inert vessel material (e.g., Hastelloy) together with a Teflon liner, acknowledging that a liner alone may not fully mitigate corrosion.'}]",medium,"The paper does not give a formal synthetic equation, so the reaction is classified as Unrecognized. All safety‑related observations for the Mg‑nitrate/DMF/terephthalic acid system are captured as problems, and the authors’ mitigation strategies (temperature limits, pressure‑relief vessels, larger fill levels, inert liners, reagent substitution) are mapped to the closest solution categories.",2021,op0c00353,Unrecognized,Unrecognized,0.0
Unrecognized,"Solvothermal formation of a zirconium‑based metal‑organic framework (e.g., UiO‑66) from ZrCl₄, terephthalic acid and DMF.","['ZrCl₄ (zirconium(IV) chloride)', 'Terephthalic acid', 'DMF (N,N‑dimethylformamide)']","[{'problemCategory': '[EXOTHERMIC]', 'problemDescription': 'The ZrCl₄/terephthalic acid/DMF mixture exhibits an exotherm at ≈\u202f247\u202f°C, causing rapid temperature and pressure increase (≈\u202f36–38\u202fbar).', 'solutionCategory': 'temperature_setpoint_or_temperature_ramp_optimization', 'solutionDescription': 'Limit the reaction temperature to ≤\u202f200\u202f°C or employ a stepped temperature program with controlled ramps to stay below the exotherm onset.'}, {'problemCategory': '[SAFETY]', 'problemDescription': 'Chloride ions from ZrCl₄ can corrode stainless‑steel vessels, generating additional gas and risking vessel failure.', 'solutionCategory': 'replacement_of_unstable_or_impure_reagent', 'solutionDescription': 'Replace ZrCl₄ with a non‑chloride zirconium source (e.g., ZrOCl₂·8H₂O or ZrO(NO₃)₂) when pressure vessels are required.'}, {'problemCategory': '[SAFETY]', 'problemDescription': 'Even with inert gold‑lined HP‑DSC cells, exotherms occur, indicating the hazard is intrinsic to the reaction mixture, not the vessel material.', 'solutionCategory': 'condition_change_to_reduce_or_remove_process_hazard', 'solutionDescription': 'Adopt vessels equipped with engineered pressure‑relief devices and conduct reactions at reduced scale (minimal volumes) to limit the total energy released.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'Low fill fraction (≈\u202f3\u202fmL of liquid in an 8\u202fmL cell) leads to a large head‑space, amplifying pressure spikes during gas evolution.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Increase the liquid fill level (≥\u202f70\u202f% of vessel volume) or use a larger reactor to provide more thermal mass and reduce pressure spikes.'}, {'problemCategory': '[PURIFICATION]', 'problemDescription': 'Off‑gassing during the isothermal hold (160–170\u202f°C) produces gases that remain trapped after cooling, complicating product isolation.', 'solutionCategory': 'improved_impurity_purge_or_byproduct_control', 'solutionDescription': 'Implement a post‑reaction inert‑gas purge to remove volatile by‑products before cooling and opening the vessel.'}]",medium,"The paper discusses only the safety behavior of the ZrCl₄/DMF/terephthalic acid mixture, not a detailed synthetic step, so the reaction is marked as Unrecognized. All reported safety concerns (exotherm, corrosion, pressure buildup, off‑gassing) are captured as problems, and the authors’ recommendations (temperature limitation, chloride‑salt replacement, pressure‑relief vessels, higher fill levels, inert‑gas purge) are mapped to the closest solution categories.",2021,op0c00353,Unrecognized,Unrecognized,0.0
Ring closing olefin metathesis,Formation of the thiocarbaimidazole (compound 15) from compound 14.,"['1,1‑Thiocarbonyldiimidazole (TCDI) – 1.28\u202fkg, 7.2\u202fmol', 'DMAP – 8.5\u202fg, 0.07\u202fmol', 'Imidazole – 408\u202fg, 6\u202fmol', 'Compound\u202f14 – 2\u202f512\u202fg, 6.0\u202fmol', 'Methylene chloride (CH₂Cl₂) – 20\u202fkg (solvent)']",[],high,"The text gives a complete experimental description for the conversion of 14 to 15 but does not mention any scale‑up difficulty (e.g., solubility, mixing, exotherm, etc.) nor any corrective action taken. Consequently no problem‑solution pairs can be extracted.",2020,op0c00107,C-C bond formation,Other organometallic C-C bond formation,3.9.121
Radical cyclization,Reduction of the thiocarbaimidazole (compound 15) to the methyl ester (compound 16).,"['Crude compound\u202f15 (obtained from the previous step)', 'Degassed 2‑methoxyethanol – 20\u202fkg (solvent)', 'Sodium hypophosphite – 3.18\u202fkg, 30\u202fmol', 'AIBN – 197\u202fg, 1.2\u202fmol', 'Triethylamine – 0.3\u202fkg, 3\u202fmol']",[],high,"The second step is described in detail, but the authors do not report any scale‑up issue (e.g., temperature control, gas evolution, impurity formation) nor any mitigation strategy. Therefore no explicit problem‑solution information is available.",2020,op0c00107,C-C bond formation,Other C-C bond formation,3.11.223
Unrecognized,Condensation of glycoluril with paraformaldehyde in concentrated H₂SO₄ to give cucurbit[6]‑uril (CB[6]),"['glycoluril (solid)', 'paraformaldehyde (solid, source of formaldehyde)', 'concentrated sulfuric acid (H₂SO₄, 98\u202f%)']","[{'problemCategory': '[EXOTHERMIC]', 'problemDescription': 'The addition of paraformaldehyde and the later quench of the reaction mixture with methanol are highly exothermic; large volumes of methanol (≈0.4\u202fL\u202f·\u202fg⁻¹ glycoluril) were required to control the temperature, generating a lot of waste.', 'solutionCategory': 'temperature_setpoint_or_temperature_ramp_optimization', 'solutionDescription': 'Paraformaldehyde is added in portions over 1–2\u202fh while maintaining the reaction temperature at 45–55\u202f°C with active cooling. This limits the heat released during each addition and avoids the need for large methanol volumes.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'When the crude product is precipitated with methanol it forms a very fine, clay‑like cake that cracks on the filter and requires constant pressing; filtration is slow and labor‑intensive.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'The reaction is run at higher reagent concentrations so that CB[6] precipitates directly from the sulfuric‑acid reaction mixture. The solid is filtered on an acid‑resistant filter, eliminating the fine methanol‑precipitated cake.'}, {'problemCategory': '[SOLUBILITY]', 'problemDescription': 'CB[6] has extremely low solubility in pure water or organic solvents, but dissolves sharply in mixtures containing acid; direct washing with water redissolves the product, while washing with methanol leads to loss of material because of its partial solubility in H₂SO₄/MeOH mixtures.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'After filtration the cake is washed with a small amount of concentrated H₂SO₄ (to remove colored impurities) and then dispersed in a limited volume of methanol (3–4\u202fmL\u202f·\u202fg⁻¹ glycoluril) or water (7–8\u202fmL\u202f·\u202fg⁻¹ glycoluril). This dilutes the acid enough to keep CB[6] poorly soluble, allowing efficient filtration and recovery.'}, {'problemCategory': '[LOW YIELD]', 'problemDescription': 'The literature water‑precipitation work‑up gave only 30–40\u202f% isolated CB[6]; the methanol work‑up gave higher yields but generated large waste and impurity problems.', 'solutionCategory': 'optimization_of_reagent_stoichiometry', 'solutionDescription': 'The amount of sulfuric acid is reduced to the minimum required (≈350\u202fmg glycoluril\u202f·\u202fmL⁻¹ H₂SO₄) and the temperature profile is optimized (stepwise heating: 60\u202f°C\u202f5\u202fh, then 70\u202f°C\u202f8\u202fh, then 80\u202f°C\u202f8\u202fh per day for three days). This maximizes CB[6] formation and gives an overall isolated yield of 60–67\u202f%.'}, {'problemCategory': '[PURIFICATION]', 'problemDescription': 'Crude product contains colored impurities and traces of other cucurbituril homologues (e.g., CB[5]), which are difficult to remove because the fine precipitate is hard to wash.', 'solutionCategory': 'change_of_additive', 'solutionDescription': 'A brief wash of the filtered cake with a small amount of concentrated H₂SO₄ removes the colored impurities that do not precipitate. Subsequent dispersion in limited water/methanol and recrystallization yields a product free of other homologues, as confirmed by ¹³C NMR.'}, {'problemCategory': '[COST]', 'problemDescription': 'The original procedure required large volumes of toxic methanol (≈0.4\u202fL\u202f·\u202fg⁻¹ glycoluril) and excess sulfuric acid, leading to high material cost and waste disposal burden.', 'solutionCategory': 'replacement_of_costly_or_low_purity_reagent', 'solutionDescription': 'Methanol is largely eliminated; only 3–4\u202fmL\u202f·\u202fg⁻¹ glycoluril is used for the final wash, and the total sulfuric‑acid consumption is cut by several‑fold (≈5\u202f% of the amount used in the literature method).'}, {'problemCategory': '[DECOMPOSITION]', 'problemDescription': 'When the acid amount is reduced too far, a temporary gel forms during the reaction, preventing proper mixing and temperature control, especially on kilogram scale.', 'solutionCategory': 'temperature_setpoint_or_temperature_ramp_optimization', 'solutionDescription': 'Maintain the acid concentration at the identified safe limit (350\u202fmg glycoluril\u202f·\u202fmL⁻¹ H₂SO₄) and keep the temperature during paraformaldehyde addition between 45–55\u202f°C. This avoids gelation while still minimizing acid usage.'}]",high,"All scale‑up issues explicitly described in the text (exothermicity, mixing/filtration difficulties, solubility‑driven losses, low isolated yield, impurity removal, high reagent consumption, gel formation) have been captured and matched to the most appropriate solution categories from the provided taxonomy.",2022,op2c00308,Unrecognized,Unrecognized,0.0
Unrecognized,Schiff‑base (imine) formation between 4‑hydroxybenzaldehyde (1a) and 4‑fluoroaniline (2a) to give imine 3a (key intermediate for ezetimibe).,"['4‑hydroxybenzaldehyde (1a)', '4‑fluoroaniline (2a)', 'Ethanol (EtOH) – reaction solvent', 'n‑Heptane – antisolvent / slurry diluent']","[{'problemCategory': '[PURIFICATION]', 'problemDescription': 'In batch mode the reaction slurry rapidly nucleated (≈5\u202fmin) and adhered to the reactor bottom, causing severe adhesion that could clog the bottom valve.', 'solutionCategory': 'other', 'solutionDescription': 'Switch to a Taylor‑vortex flow reactor (TVFR) which provides high shear stress; at 3000\u202frpm nucleation occurs within 1\u202fmin but adhesion does not increase with time, preventing clogging.'}, {'problemCategory': '[SOLUBILITY]', 'problemDescription': 'Using THF or N,N‑dimethylacetamide as solvent gave very high solubility of product 3a, preventing crystallization.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Select EtOH (or EtOH/n‑heptane 1:1) as reaction solvent because it provides lower product solubility suitable for reactive crystallization.'}, {'problemCategory': '[LOW YIELD]', 'problemDescription': 'Isopropanol (IPA) gave the lowest solubility of 3a but also gave significantly lower conversion compared with other solvents.', 'solutionCategory': 'optimization_of_reagent_stoichiometry', 'solutionDescription': 'Return to EtOH as solvent and increase temperature to 60\u202f°C to improve conversion while maintaining acceptable product solubility.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'When the solvent volume was reduced to 4\u202fmL\u202fg⁻¹ EtOH, nucleation started immediately and the slurry solidified, making it impossible to stir.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Operate at 60\u202f°C with 4\u202fmL\u202fg⁻¹ EtOH; the higher temperature raises product solubility enough to keep the slurry fluid enough for stirring.'}, {'problemCategory': '[PURIFICATION]', 'problemDescription': 'During the long‑run (120\u202fmin) TVFR experiment a mild clog formed near the reactor exit, and intermittent adhesion/detachment cycles were observed.', 'solutionCategory': 'other', 'solutionDescription': 'Maintain the TVFR at 2000\u202frpm and 60\u202f°C; the high shear continuously tears off adhering material, allowing steady‑state operation for 120\u202fmin without catastrophic clogging.'}]",high,"The text explicitly describes the imination of 1a and 2a, the problems encountered (adhesion, solubility, low conversion, mixing, clogging) and the corresponding mitigations (TVFR, solvent choice, temperature, rotation speed, antisolvent addition). These map cleanly onto the provided problem and solution categories.",2024,op3c00369,Unrecognized,Unrecognized,0.0
Unrecognized,Schiff‑base formation between 4‑hydroxybenzaldehyde (1a) and p‑toluidine (2b) to give imine 3b.,"['4‑hydroxybenzaldehyde (1a)', 'p‑Toluidine (2b)', 'Ethanol (EtOH)', 'n‑Heptane (antisolvent)']","[{'problemCategory': '[SOLUBILITY]', 'problemDescription': 'Product 3b showed similar solubility behavior to 3a; high supersaturation could lead to premature nucleation and adhesion.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Apply the same EtOH/n‑heptane solvent system and TVFR conditions (2000\u202frpm, 5\u202fmin residence) that were optimized for 3a, which gave controlled nucleation and high isolated yield (88\u202f%).'}, {'problemCategory': '[PURIFICATION]', 'problemDescription': 'After the flow reaction the slurry could not be stirred when cooled to 25\u202f°C because of low fluidity.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Add n‑heptane (41\u202fmL) at 60\u202f°C to dilute the slurry before cooling; this reduces slurry concentration without loss of product, allowing filtration at 5\u202f°C.'}]",high,"The same scale‑up challenges (nucleation control, slurry handling) appear for 3b; the paper reports the identical mitigation strategy (TVFR, antisolvent addition).",2024,op3c00369,Unrecognized,Unrecognized,0.0
Unrecognized,Schiff‑base formation between 4‑trifluoromethylbenzaldehyde (1b) and p‑toluidine (2b) to give imine 3c.,"['4‑trifluoromethylbenzaldehyde (1b)', 'p‑Toluidine (2b)', 'Ethanol (EtOH)', 'n‑Heptane (antisolvent)']","[{'problemCategory': '[SOLUBILITY]', 'problemDescription': 'The electron‑withdrawing aldehyde altered product solubility, requiring individual optimization of the crystallization step.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Use the EtOH/n‑heptane (1:1) system and TVFR at 2000\u202frpm; the high shear still accelerates nucleation while the solvent mixture keeps product solubility low enough for crystallization, affording 86\u202f% isolated yield.'}, {'problemCategory': '[PURIFICATION]', 'problemDescription': 'During isolation, a small amount of product remained in the mother‑wash liquor, indicating incomplete crystallization.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Add n‑heptane after the flow reaction to reduce slurry concentration before cooling, which improves crystal growth and reduces product loss.'}]",high,The paper notes that each substrate pair required individual optimization; the same TVFR‑based approach with antisolvent addition solved the solubility‑related issues.,2024,op3c00369,Unrecognized,Unrecognized,0.0
Unrecognized,Hydrazone formation between 4‑hydroxybenzaldehyde (1a) and phenylhydrazine (2c) to give product 3d.,"['4‑hydroxybenzaldehyde (1a)', 'Phenylhydrazine (2c)', 'Ethanol (EtOH)', 'n‑Heptane (antisolvent)']","[{'problemCategory': '[SOLUBILITY]', 'problemDescription': 'Product 3d is highly soluble in EtOH, which reduced nucleation in the TVFR and caused a large loss of material during isolation (isolated yield 63\u202f%).', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Introduce n‑heptane as an antisolvent after the flow reaction; this lowers the effective solvent polarity, promotes nucleation, and improves isolation yield.'}, {'problemCategory': '[PURIFICATION]', 'problemDescription': 'Even after antisolvent addition, a significant amount of 3d remained in the mother‑wash liquor (36\u202f% assay yield).', 'solutionCategory': 'other', 'solutionDescription': 'Further optimization of antisolvent volume and cooling profile is required; the paper suggests that each hydrazone may need a tailored crystallization protocol.'}]",high,"The text explicitly mentions high solubility of 3d leading to low nucleation and loss, and the use of n‑heptane as an antisolvent as a mitigation.",2024,op3c00369,Unrecognized,Unrecognized,0.0
Unrecognized,Hydrazone formation between vanillin (1c) and acetohydrazide (2d) to give product 3e.,"['Vanillin (1c)', 'Acetohydrazide (2d)', 'Ethanol (EtOH)', 'n‑Heptane (antisolvent)']","[{'problemCategory': '[SOLUBILITY]', 'problemDescription': 'Initial nucleation was weak, leading to low solid formation in the TVFR.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Add n‑heptane as an antisolvent after the flow reaction; this sharply reduces solubility, triggers nucleation, and gives a high isolated yield (87\u202f%).'}, {'problemCategory': '[PURIFICATION]', 'problemDescription': 'Without antisolvent addition, a large portion of product stayed dissolved, decreasing overall isolated yield.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'The same antisolvent addition (40\u202fmL n‑heptane) before cooling enables efficient filtration and high purity crystals.'}]",high,The paper directly links the addition of n‑heptane to improved nucleation and yield for 3e.,2024,op3c00369,Unrecognized,Unrecognized,0.0
